Jabatan,Kode Unit,Judul Unit,Elemen Kompetensi,KUK
Data Analyst,M.70DAN00.008.1,Menganalisis Data Menggunakan Alat Pemodelan,Membangun model analitik,model dikembangkan menggunakan tool analitik
Data Analyst,M.70DAN00.008.1,Menganalisis Data Menggunakan Alat Pemodelan,Membangun model analitik,validitas model diuji.
Data Analyst,M.70DAN00.009.1,Mengevaluasi Hasil Analisis,Melakukan validasi hasil,hasil analisis dibandingkan tujuan bisnis
Data Analyst,M.70DAN00.009.1,Mengevaluasi Hasil Analisis,Melakukan validasi hasil,signifikansi hasil dievaluasi
Data Analyst,M.70DAN00.009.1,Mengevaluasi Hasil Analisis,Melakukan validasi hasil,rekomendasi disusun berdasarkan hasil evaluasi.
Data Analyst,M.70DAN00.010.1,Melakukan Visualisasi Data,Merancang visualisasi,jenis grafik tepat dipilih
Data Analyst,M.70DAN00.010.1,Melakukan Visualisasi Data,Merancang visualisasi,desain visualisasi dibuat informatif
Data Analyst,M.70DAN00.010.1,Melakukan Visualisasi Data,Merancang visualisasi,interaktivitas visualisasi perlu disiapkan.
Data Analyst,M.70DAN00.010.1,Melakukan Visualisasi Data,Mengomunikasikan insight,narasi data storytelling disusun
Data Analyst,M.70DAN00.010.1,Melakukan Visualisasi Data,Mengomunikasikan insight,visualisasi dipresentasikan pemangku kepentingan.
Data Analyst,M.70DAN00.011.1,Membuat Laporan Hasil Analisis,Menyusun draf laporan,struktur laporan ditentukan
Data Analyst,M.70DAN00.011.1,Membuat Laporan Hasil Analisis,Menyusun draf laporan,temuan utama dituangkan teks
Data Analyst,M.70DAN00.011.1,Membuat Laporan Hasil Analisis,Menyusun draf laporan,lampiran data teknis disiapkan.
Data Analyst,M.70DAN00.012.1,Mengelola Keamanan dan Privasi Data,Menerapkan proteksi data,akses data dibatasi sesuai kewenangan
Data Analyst,M.70DAN00.012.1,Mengelola Keamanan dan Privasi Data,Menerapkan proteksi data,teknik anonimisasi data diterapkan data sensitif.
Data Analyst,M.70DAN00.013.1,Melakukan Penjaminan Kualitas Analisis,Memeriksa proses analisis,tahapan analisis diverifikasi
Data Analyst,M.70DAN00.013.1,Melakukan Penjaminan Kualitas Analisis,Memeriksa proses analisis,dokumentasi kode metodologi diperiksa.
Data Analyst,M.70DAN00.014.1,Memberikan Dukungan Pengambilan Keputusan,Menyajikan opsi keputusan,berbagai skenario hasil analisis disajikan
Data Analyst,M.70DAN00.014.1,Memberikan Dukungan Pengambilan Keputusan,Menyajikan opsi keputusan,risiko peluang setiap opsi dijelaskan.
Data Analyst,M.70DAN00.008.1,Menganalisis Data Menggunakan Alat Pemodelan,Mengoptimasi model,parameter model disesuaikan tuning
Data Analyst,M.70DAN00.008.1,Menganalisis Data Menggunakan Alat Pemodelan,Mengoptimasi model,perbandingan akurasi antar model dilakukan.
Data Analyst,M.70DAN00.005.1,Membersihkan Data,Mendokumentasikan pembersihan,langkahlangkah pembersihan dicatat
Data Analyst,M.70DAN00.005.1,Membersihkan Data,Mendokumentasikan pembersihan,alasan penghapusan perubahan data diberikan transparan.
Data Analyst,M.70DAN00.009.1,Mengevaluasi Hasil Analisis,Menelaah dampak bisnis,perkiraan dampak finansial operasional dihitung
Data Analyst,M.70DAN00.009.1,Mengevaluasi Hasil Analisis,Menelaah dampak bisnis,hambatan implementasi hasil analisis dipetakan.
Data Analyst,K.64SPP01.080.1,Mengelola Data Transaksi Sistem Pembayaran,Melakukan pengolahan data statistik transaksi,data volume nilai transaksi harian dikumpulkan
Data Analyst,K.64SPP01.080.1,Mengelola Data Transaksi Sistem Pembayaran,Melakukan pengolahan data statistik transaksi,tren pertumbuhan transaksi nontunai dianalisis.
Data Analyst,K.64SPP01.080.1,Mengelola Data Transaksi Sistem Pembayaran,Menyusun laporan manajerial,visualisasi data disusun bentuk dashboard
Data Analyst,K.64SPP01.080.1,Mengelola Data Transaksi Sistem Pembayaran,Menyusun laporan manajerial,ringkasan eksekutif performa sistem pembayaran disajikan.
Insinyur Elektro,M.71IEN00.001.1,Melaksanakan Praktik Keinsinyuran dengan Etika dan Profesionalisme,Mematuhi kode etik insinyur dan Mengelola tanggung jawab profesional.,kode etik keinsinyuran dipahami sesuai standar profesi
Insinyur Elektro,M.71IEN00.001.1,Melaksanakan Praktik Keinsinyuran dengan Etika dan Profesionalisme,Mematuhi kode etik insinyur dan Mengelola tanggung jawab profesional.,integritas bekerja dijaga
Insinyur Elektro,M.71IEN00.001.1,Melaksanakan Praktik Keinsinyuran dengan Etika dan Profesionalisme,Mematuhi kode etik insinyur dan Mengelola tanggung jawab profesional.,kepentingan publik diutamakan setiap keputusan teknis
Insinyur Elektro,M.71IEN00.001.1,Melaksanakan Praktik Keinsinyuran dengan Etika dan Profesionalisme,Mematuhi kode etik insinyur dan Mengelola tanggung jawab profesional.,pengembangan kompetensi berkelanjutan dilakukan.
Insinyur Elektro,M.71IEN00.002.1,Melakukan Komunikasi Teknis yang Efektif,Menyusun laporan teknis dan Melakukan presentasi teknis.,dokumen spesifikasi disusun bahasa teknis benar
Insinyur Elektro,M.71IEN00.002.1,Melakukan Komunikasi Teknis yang Efektif,Menyusun laporan teknis dan Melakukan presentasi teknis.,laporan kemajuan proyek dibuat periodik
Insinyur Elektro,M.71IEN00.002.1,Melakukan Komunikasi Teknis yang Efektif,Menyusun laporan teknis dan Melakukan presentasi teknis.,gagasan teknis dipresentasikan pemangku kepentingan.
Insinyur Elektro,M.71IEN00.003.1,Menerapkan Prinsip K3LL di Tempat Kerja,Mengidentifikasi potensi bahaya dan Melaksanakan prosedur keselamatan kerja.,analisis risiko lingkungan kerja dilakukan
Insinyur Elektro,M.71IEN00.003.1,Menerapkan Prinsip K3LL di Tempat Kerja,Mengidentifikasi potensi bahaya dan Melaksanakan prosedur keselamatan kerja.,apd digunakan sesuai standar
Insinyur Elektro,M.71IEN00.003.1,Menerapkan Prinsip K3LL di Tempat Kerja,Mengidentifikasi potensi bahaya dan Melaksanakan prosedur keselamatan kerja.,prosedur keadaan darurat dipatuhi
Insinyur Elektro,M.71IEN00.003.1,Menerapkan Prinsip K3LL di Tempat Kerja,Mengidentifikasi potensi bahaya dan Melaksanakan prosedur keselamatan kerja.,dampak lingkungan proyek elektro diminimalisir.
Insinyur Elektro,M.71IEN00.004.1,Melakukan Perencanaan Sistem Tenaga Listrik,Menganalisis kebutuhan beban dan Merancang konfigurasi jaringan.,profil beban harian dihitung
Insinyur Elektro,M.71IEN00.004.1,Melakukan Perencanaan Sistem Tenaga Listrik,Menganalisis kebutuhan beban dan Merancang konfigurasi jaringan.,pertumbuhan beban masa depan diprediksi
Insinyur Elektro,M.71IEN00.004.1,Melakukan Perencanaan Sistem Tenaga Listrik,Menganalisis kebutuhan beban dan Merancang konfigurasi jaringan.,diagram satu garis single line diagram dirancang
Insinyur Elektro,M.71IEN00.004.1,Melakukan Perencanaan Sistem Tenaga Listrik,Menganalisis kebutuhan beban dan Merancang konfigurasi jaringan.,proteksi sistem ditentukan.
Insinyur Elektro,M.71IEN00.005.1,Melakukan Desain Instalasi Listrik Industri,Menentukan spesifikasi peralatan dan Membuat gambar rancangan.,kapasitas transformator kabel dipilih sesuai beban industri
Insinyur Elektro,M.71IEN00.005.1,Melakukan Desain Instalasi Listrik Industri,Menentukan spesifikasi peralatan dan Membuat gambar rancangan.,motor control center mcc dirancang
Insinyur Elektro,M.71IEN00.005.1,Melakukan Desain Instalasi Listrik Industri,Menentukan spesifikasi peralatan dan Membuat gambar rancangan.,layout peralatan dibuat
Insinyur Elektro,M.71IEN00.005.1,Melakukan Desain Instalasi Listrik Industri,Menentukan spesifikasi peralatan dan Membuat gambar rancangan.,jadwal kabel disusun.
Insinyur Elektro,M.71IEN00.006.1,Menerapkan Sistem Kontrol dan Automasi,Merancang logika kontrol dan Mengintegrasikan komponen automasi.,algoritma kontrol plcdcs disusun
Insinyur Elektro,M.71IEN00.006.1,Menerapkan Sistem Kontrol dan Automasi,Merancang logika kontrol dan Mengintegrasikan komponen automasi.,hmi dirancang monitoring
Insinyur Elektro,M.71IEN00.006.1,Menerapkan Sistem Kontrol dan Automasi,Merancang logika kontrol dan Mengintegrasikan komponen automasi.,sensor aktuator dipilih sesuai parameter proses
Insinyur Elektro,M.71IEN00.006.1,Menerapkan Sistem Kontrol dan Automasi,Merancang logika kontrol dan Mengintegrasikan komponen automasi.,jaringan komunikasi data industri dikonfigurasi.
Insinyur Elektro,M.71IEN00.007.1,Melakukan Analisis Aliran Daya dan Hubung Singkat,Melakukan pemodelan sistem dan Mengevaluasi hasil simulasi.,data parameter peralatan diinput perangkat lunak simulasi
Insinyur Elektro,M.71IEN00.007.1,Melakukan Analisis Aliran Daya dan Hubung Singkat,Melakukan pemodelan sistem dan Mengevaluasi hasil simulasi.,drop tegangan dianalisis
Insinyur Elektro,M.71IEN00.007.1,Melakukan Analisis Aliran Daya dan Hubung Singkat,Melakukan pemodelan sistem dan Mengevaluasi hasil simulasi.,arus hubung singkat dihitung setting proteksi.
Insinyur Elektro,M.71IEN00.008.1,Merancang Sistem Proteksi Tenaga Listrik,Menentukan koordinasi proteksi dan Memilih gawai proteksi.,kurva koordinasi relai dibuat
Insinyur Elektro,M.71IEN00.008.1,Merancang Sistem Proteksi Tenaga Listrik,Menentukan koordinasi proteksi dan Memilih gawai proteksi.,pemutus tenaga circuit breaker dipilih sesuai rating
Insinyur Elektro,M.71IEN00.008.1,Merancang Sistem Proteksi Tenaga Listrik,Menentukan koordinasi proteksi dan Memilih gawai proteksi.,sistem pentanahan grounding dirancang.
Insinyur Elektro,M.71IEN00.009.1,Melakukan Studi Kelayakan Proyek Elektro,Melakukan analisis teknis dan Melakukan analisis ekonomi.,ketersediaan teknologi dievaluasi
Insinyur Elektro,M.71IEN00.009.1,Melakukan Studi Kelayakan Proyek Elektro,Melakukan analisis teknis dan Melakukan analisis ekonomi.,biaya investasi capex operasional opex dihitung
Insinyur Elektro,M.71IEN00.009.1,Melakukan Studi Kelayakan Proyek Elektro,Melakukan analisis teknis dan Melakukan analisis ekonomi.,nilai npv irr dianalisis.
Insinyur Elektro,M.71IEN00.010.1,Mengelola Manajemen Proyek Teknik Elektro,Menyusun jadwal pelaksanaan dan Melakukan pengawasan sumber daya.,wbs proyek dibuat
Insinyur Elektro,M.71IEN00.010.1,Mengelola Manajemen Proyek Teknik Elektro,Menyusun jadwal pelaksanaan dan Melakukan pengawasan sumber daya.,kurva s dipantau
Insinyur Elektro,M.71IEN00.010.1,Mengelola Manajemen Proyek Teknik Elektro,Menyusun jadwal pelaksanaan dan Melakukan pengawasan sumber daya.,kebutuhan material tenaga kerja dikoordinasikan
Insinyur Elektro,M.71IEN00.010.1,Mengelola Manajemen Proyek Teknik Elektro,Menyusun jadwal pelaksanaan dan Melakukan pengawasan sumber daya.,anggaran proyek dikendalikan.
Insinyur Elektro,M.71IEN00.011.1,Melakukan Pengadaan Barang dan Jasa Teknik,Menyusun dokumen tender dan Melakukan evaluasi penawaran.,spesifikasi teknis rks disusun
Insinyur Elektro,M.71IEN00.011.1,Melakukan Pengadaan Barang dan Jasa Teknik,Menyusun dokumen tender dan Melakukan evaluasi penawaran.,klarifikasi teknis dilakukan vendor
Insinyur Elektro,M.71IEN00.011.1,Melakukan Pengadaan Barang dan Jasa Teknik,Menyusun dokumen tender dan Melakukan evaluasi penawaran.,penilaian teknis harga diberikan objektif.
Insinyur Elektro,M.71IEN00.012.1,Melaksanakan Supervisi Konstruksi Elektro,Memeriksa kesesuaian lapangan dan Menyetujui metode kerja.,pemasangan peralatan dipastikan sesuai gambar desain
Insinyur Elektro,M.71IEN00.012.1,Melaksanakan Supervisi Konstruksi Elektro,Memeriksa kesesuaian lapangan dan Menyetujui metode kerja.,prosedur instalasi vendor diperiksa
Insinyur Elektro,M.71IEN00.012.1,Melaksanakan Supervisi Konstruksi Elektro,Memeriksa kesesuaian lapangan dan Menyetujui metode kerja.,kendala teknis lapangan diselesaikan melalui instruksi lapangan.
Insinyur Elektro,M.71IEN00.013.1,Melakukan Testing dan Commissioning Sistem,Melakukan uji individu alat dan Melakukan uji fungsi sistem terintegrasi.,uji tahanan isolasi kontinuitas dilakukan
Insinyur Elektro,M.71IEN00.013.1,Melakukan Testing dan Commissioning Sistem,Melakukan uji individu alat dan Melakukan uji fungsi sistem terintegrasi.,sistem diuji coba kondisi beban
Insinyur Elektro,M.71IEN00.013.1,Melakukan Testing dan Commissioning Sistem,Melakukan uji individu alat dan Melakukan uji fungsi sistem terintegrasi.,berita acara commissioning disusun.
Insinyur Elektro,M.71IEN00.014.1,Mengelola Operasi Sistem Tenaga Listrik,Mengatur pembebanan dan Menjaga kualitas daya.,pengaturan jadwal pembangkitan dilakukan
Insinyur Elektro,M.71IEN00.014.1,Mengelola Operasi Sistem Tenaga Listrik,Mengatur pembebanan dan Menjaga kualitas daya.,frekuensi tegangan dijaga batas toleransi
Insinyur Elektro,M.71IEN00.014.1,Mengelola Operasi Sistem Tenaga Listrik,Mengatur pembebanan dan Menjaga kualitas daya.,manuver jaringan dilakukan gangguan.
Insinyur Elektro,M.71IEN00.015.1,Melakukan Pemeliharaan Peralatan Listrik,Menyusun program pemeliharaan dan Menganalisis hasil pemeliharaan.,jadwal preventif prediktif dibuat
Insinyur Elektro,M.71IEN00.015.1,Melakukan Pemeliharaan Peralatan Listrik,Menyusun program pemeliharaan dan Menganalisis hasil pemeliharaan.,riwayat kerusakan alat dianalisis
Insinyur Elektro,M.71IEN00.015.1,Melakukan Pemeliharaan Peralatan Listrik,Menyusun program pemeliharaan dan Menganalisis hasil pemeliharaan.,tindakan perbaikan corrective ditentukan.
Insinyur Elektro,M.71IEN00.016.1,Melakukan Audit Energi,Mengukur penggunaan energi dan Memberikan rekomendasi efisiensi.,pengukuran konsumsi listrik dilakukan titik beban utama
Insinyur Elektro,M.71IEN00.016.1,Melakukan Audit Energi,Mengukur penggunaan energi dan Memberikan rekomendasi efisiensi.,peluang hemat energi phe diidentifikasi
Insinyur Elektro,M.71IEN00.016.1,Melakukan Audit Energi,Mengukur penggunaan energi dan Memberikan rekomendasi efisiensi.,analisis biaya manfaat efisiensi energi disusun.
Insinyur Elektro,M.71IEN00.017.1,Menerapkan Standar dan Regulasi Ketenagalistrikan,Menelaah regulasi terbaru dan Memastikan kepatuhan desain.,"standar puil, iec, ansi dipatuhi"
Insinyur Elektro,M.71IEN00.017.1,Menerapkan Standar dan Regulasi Ketenagalistrikan,Menelaah regulasi terbaru dan Memastikan kepatuhan desain.,peraturan pemerintah keselamatan ketenagalistrikan diterapkan.
Insinyur Elektro,M.71IEN00.018.1,Merancang Sistem Energi Terbarukan,Menganalisis potensi sumber energi dan Merancang sistem konversi energi.,potensi mataharianginair dipetakan
Insinyur Elektro,M.71IEN00.018.1,Merancang Sistem Energi Terbarukan,Menganalisis potensi sumber energi dan Merancang sistem konversi energi.,sistem interkoneksi jalajala listrik grid dirancang
Insinyur Elektro,M.71IEN00.018.1,Merancang Sistem Energi Terbarukan,Menganalisis potensi sumber energi dan Merancang sistem konversi energi.,penyimpanan energi baterai dikonfigurasi.
Insinyur Elektro,M.71IEN00.019.1,Menggunakan Perangkat Lunak Teknik Elektro,Mengoperasikan software desain dan Mengelola data teknis digital.,software cad pemodelan sistem digunakan mahir
Insinyur Elektro,M.71IEN00.019.1,Menggunakan Perangkat Lunak Teknik Elektro,Mengoperasikan software desain dan Mengelola data teknis digital.,integritas data desain digital dijaga.
Insinyur Elektro,M.71IEN00.020.1,Mengelola Rantai Pasok Keinsinyuran,Mengevaluasi rantai pasokan dan Mengelola hubungan vendor.,strategi pembelian material utama disusun
Insinyur Elektro,M.71IEN00.020.1,Mengelola Rantai Pasok Keinsinyuran,Mengevaluasi rantai pasokan dan Mengelola hubungan vendor.,sistem evaluasi efektivitas pasokan diterapkan
Insinyur Elektro,M.71IEN00.020.1,Mengelola Rantai Pasok Keinsinyuran,Mengevaluasi rantai pasokan dan Mengelola hubungan vendor.,kerjasama kolaboratif mitra teknis dijalankan.
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Mendefinisikan masalah,masalah akan diselesaikan diidentifikasi
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Mendefinisikan masalah,masalah diuraikan menjadi komponenkomponen kecil
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Mendefinisikan masalah,kebutuhan input output ditentukan.
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Membuat alur logika (flowchart),simbolsimbol alur data digunakan sesuai standar
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Membuat alur logika (flowchart),logika penyelesaian masalah disusun urut logis
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Membuat alur logika (flowchart),algoritma diuji coba kering dry run.
Programmer,TIK.PR02.001.01,Menggunakan Struktur Data,Menentukan struktur data,"jenis data integer, string, array, dipilih sesuai kebutuhan"
Programmer,TIK.PR02.001.01,Menggunakan Struktur Data,Menentukan struktur data,"struktur data majemuk stack, queue, tree ditentukan diperlukan."
Programmer,TIK.PR02.001.01,Menggunakan Struktur Data,Menerapkan operasi struktur data,"operasi dasar insert, delete, update dilakukan struktur data"
Programmer,TIK.PR02.001.01,Menggunakan Struktur Data,Menerapkan operasi struktur data,efisiensi penggunaan memori diperhitungkan.
Programmer,TIK.PR02.002.01,Membuat Program Dasar,Menyiapkan lingkungan pengembangan,perangkat lunak editor compiler disiapkan
Programmer,TIK.PR02.002.01,Membuat Program Dasar,Menyiapkan lingkungan pengembangan,library dibutuhkan diidentifikasi dikonfigurasi.
Programmer,TIK.PR02.002.01,Membuat Program Dasar,Menulis kode program,sintaks bahasa pemrograman diikuti benar
Programmer,TIK.PR02.002.01,Membuat Program Dasar,Menulis kode program,"struktur kontrol ifelse, looping diterapkan"
Programmer,TIK.PR02.002.01,Membuat Program Dasar,Menulis kode program,komentar ditambahkan bagian kode kompleks.
Programmer,TIK.PR02.003.01,Melaksanakan Pengujian Unit Program,Membuat rencana pengujian unit,komponen program akan diuji ditentukan
Programmer,TIK.PR02.003.01,Melaksanakan Pengujian Unit Program,Membuat rencana pengujian unit,data uji test data disiapkan kasus normal ekstrim.
Programmer,TIK.PR02.003.01,Melaksanakan Pengujian Unit Program,Mengeksekusi pengujian,kesalahan sintaks logika diperbaiki
Programmer,TIK.PR02.003.01,Melaksanakan Pengujian Unit Program,Mengeksekusi pengujian,hasil pengujian dibandingkan spesifikasi teknis
Programmer,TIK.PR02.003.01,Melaksanakan Pengujian Unit Program,Mengeksekusi pengujian,laporan hasil pengujian unit didokumentasikan.
Programmer,TIK.PR02.010.1,Menulis Program Lanjut,Menerapkan konsep OOP,class object diidentifikasi spesifikasi
Programmer,TIK.PR02.010.1,Menulis Program Lanjut,Menerapkan konsep OOP,"prinsip enkapsulasi, pewarisan inheritance, polimorfisme diimplementasikan."
Programmer,TIK.PR02.010.1,Menulis Program Lanjut,Mengelola penanganan kesalahan (Exception Handling),blok trycatch digunakan menangani error runtime
Programmer,TIK.PR02.010.1,Menulis Program Lanjut,Mengelola penanganan kesalahan (Exception Handling),pesan kesalahan dibuat informatif pengguna.
Programmer,TIK.PR02.020.01,Melakukan Debugging,Mencari sumber kesalahan,alat bantu debugger dioperasikan
Programmer,TIK.PR02.020.01,Melakukan Debugging,Mencari sumber kesalahan,nilai variabel dipantau setiap langkah eksekusi stepover.
Programmer,TIK.PR02.020.01,Melakukan Debugging,Memperbaiki bug,kode penyebab error dimodifikasi
Programmer,TIK.PR02.020.01,Melakukan Debugging,Memperbaiki bug,program diuji untuk memastikan ada efek samping regression.
Programmer,TIK.PR03.001.01,Mengelola Konfigurasi Perangkat Lunak,Menggunakan sistem kontrol versi (Git/SVN),repositori kode program dibuat dikonfigurasi
Programmer,TIK.PR03.001.01,Mengelola Konfigurasi Perangkat Lunak,Menggunakan sistem kontrol versi (Git/SVN),perubahan kode commit dicatat pesan jelas
Programmer,TIK.PR03.001.01,Mengelola Konfigurasi Perangkat Lunak,Menggunakan sistem kontrol versi (Git/SVN),konflik penggabungan kode merge diselesaikan.
Programmer,TIK.PR02.023.01,Melakukan Instalasi Program,Menyiapkan paket instalasi (Deployment),file eksekusi dependensi dikemas installer
Programmer,TIK.PR02.023.01,Melakukan Instalasi Program,Menyiapkan paket instalasi (Deployment),prosedur instalasi konfigurasi sistem didokumentasikan.
Programmer,TIK.PR02.024.01,Memberikan Dukungan Teknis,Menangani keluhan operasional,laporan bug pengguna diidentifikasi tingkat kritisnya
Programmer,TIK.PR02.024.01,Memberikan Dukungan Teknis,Menangani keluhan operasional,bantuan teknis diberikan melalui panduan remote akses.
Programmer,TIK.PR01.002.01,Menerapkan Etika Profesi Programmer,Menghargai Hak Kekayaan Intelektual (HKI),lisensi perangkat lunak pihak ketiga dipatuhi
Programmer,TIK.PR01.002.01,Menerapkan Etika Profesi Programmer,Menghargai Hak Kekayaan Intelektual (HKI),kode sumber milik organisasi dijaga kerahasiaannya.
Data Analyst,TIK.PR02.007.01,Membuat Laporan Data,Merancang format laporan (Reporting),query penarikan data laporan disusun
Data Analyst,TIK.PR02.007.01,Membuat Laporan Data,Merancang format laporan (Reporting),visualisasi data tabelgrafik ditampilkan sesuai kebutuhan manajerial.
Programmer,TIK.PR02.012.01,Menggunakan Framework Pemrograman,Menginstalasi framework,struktur folder framework dipelajari
Programmer,TIK.PR02.012.01,Menggunakan Framework Pemrograman,Menginstalasi framework,konfigurasi dasar databaserouting diatur sesuai standar framework.
Programmer,TIK.PR02.013.01,Melakukan Refactoring Kode,Memperbaiki struktur kode,kode redundan dihapus digabung
Programmer,TIK.PR02.013.01,Melakukan Refactoring Kode,Memperbaiki struktur kode,keterbacaan kode ditingkatkan mengubah fungsi utama.
Programmer,TIK.PR05.001.01,Melakukan Pemeliharaan Sistem,Melakukan patching berkala,update keamanan diterapkan sistem berjalan
Programmer,TIK.PR05.001.01,Melakukan Pemeliharaan Sistem,Melakukan patching berkala,log sistem diperiksa rutin mendeteksi potensi kegagalan.
Programmer,J.620100.001.1,Menulis Kode Program Secara Dasar,Menyiapkan peralatan dan bahan untuk penulisan kode program,perangkat lunak editor kode disiapkan sesuai kebutuhan bahasa pemrograman
Programmer,J.620100.001.1,Menulis Kode Program Secara Dasar,Menyiapkan peralatan dan bahan untuk penulisan kode program,dokumentasi spesifikasi teknis dipahami acuan penulisan kode.
Programmer,J.620100.001.1,Menulis Kode Program Secara Dasar,Melakukan penulisan kode program,sintaks bahasa pemrograman diikuti benar
Programmer,J.620100.001.1,Menulis Kode Program Secara Dasar,Melakukan penulisan kode program,algoritma dasar diimplementasikan kode
Programmer,J.620100.001.1,Menulis Kode Program Secara Dasar,Melakukan penulisan kode program,variabel konstanta didefinisikan sesuai standar.
Programmer,J.620100.001.1,Menulis Kode Program Secara Dasar,Melakukan pengujian kode program,kode program dikompilasi dijalankan mengecek kesalahan
Programmer,J.620100.001.1,Menulis Kode Program Secara Dasar,Melakukan pengujian kode program,logika program dipastikan berjalan sesuai hasil diharapkan.
Programmer,J.620100.004.1,Menggunakan Library atau Komponen Pre-existing,Mengidentifikasi library atau komponen yang dibutuhkan,fungsi library dianalisis kesesuaiannya fitur sistem
Programmer,J.620100.004.1,Menggunakan Library atau Komponen Pre-existing,Mengidentifikasi library atau komponen yang dibutuhkan,dokumentasi library dipelajari memahami cara integrasi.
Programmer,J.620100.004.1,Menggunakan Library atau Komponen Pre-existing,Mengintegrasikan library atau komponen ke dalam perangkat lunak,library diinstalasi dikonfigurasi proyek
Programmer,J.620100.004.1,Menggunakan Library atau Komponen Pre-existing,Mengintegrasikan library atau komponen ke dalam perangkat lunak,fungsifungsi library dipanggil diuji integrasinya modul internal.
Programmer,J.620100.017.1,Melakukan Debugging,Mengidentifikasi kesalahan (bug),program dijalankan lingkungan pengujian memicu error
Programmer,J.620100.017.1,Melakukan Debugging,Mengidentifikasi kesalahan (bug),titik kesalahan ditemukan melalui teknik penelusuran kode alat debugger.
Programmer,J.620100.019.1,Mengelola Repositori Kode Program,Menyiapkan lingkungan kontrol versi,repositori pusat dikonfigurasi platform disepakati
Programmer,J.620100.019.1,Mengelola Repositori Kode Program,Menyiapkan lingkungan kontrol versi,struktur folder kebijakan akses repositori ditetapkan tim.
Programmer,J.620100.019.1,Mengelola Repositori Kode Program,Melakukan manajemen perubahan kode,kode program dikirimkan commit repositori pesan deskriptif
Programmer,J.620100.019.1,Mengelola Repositori Kode Program,Melakukan manajemen perubahan kode,konflik perubahan antar anggota tim diselesaikan melalui proses penggabungan merge.
